Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LoginPage,Chrome 77.0.3865.120,,,2019-10-25 15:36:16,2019-10-25 15:37:15,"59,483s",INCOMPLETE
,,,,,,,
Test Cases/LoginPage/CheckElementsOfPage,Chrome 77.0.3865.120,,,2019-10-25 15:36:16,2019-10-25 15:36:23,"7,614s",PASSED
"openBrowser(""http://hcc-asset-server.program-ace.net/login"")",Chrome 77.0.3865.120,,,2019-10-25 15:36:16,2019-10-25 15:36:20,"4,423s",PASSED
checkElementsPresents(),Chrome 77.0.3865.120,,,2019-10-25 15:36:20,2019-10-25 15:36:20,"0,000s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/button_Login""), 1)",Chrome 77.0.3865.120,,,2019-10-25 15:36:20,2019-10-25 15:36:21,"0,206s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/EmailField(Username)""), 1)",Chrome 77.0.3865.120,,,2019-10-25 15:36:21,2019-10-25 15:36:21,"0,084s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/h1_Welcome Back""), 1)",Chrome 77.0.3865.120,,,2019-10-25 15:36:21,2019-10-25 15:36:21,"0,108s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/Image""), 1)",Chrome 77.0.3865.120,,,2019-10-25 15:36:21,2019-10-25 15:36:21,"0,086s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/PasswordField""), 1)",Chrome 77.0.3865.120,,,2019-10-25 15:36:21,2019-10-25 15:36:21,"0,137s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/Remember Me Checkbox""), 1)",Chrome 77.0.3865.120,,,2019-10-25 15:36:21,2019-10-25 15:36:21,"0,096s",PASSED
"setViewPortSize(1920, 1080)",Chrome 77.0.3865.120,,,2019-10-25 15:36:21,2019-10-25 15:36:22,"1,156s",PASSED
checkElementsVisible(),Chrome 77.0.3865.120,,,2019-10-25 15:36:22,2019-10-25 15:36:22,"0,000s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/button_Login""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:22,2019-10-25 15:36:22,"0,088s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/EmailField(Username)""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:22,2019-10-25 15:36:22,"0,083s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/h1_Welcome Back""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:22,2019-10-25 15:36:23,"0,076s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/Image""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,086s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/PasswordField""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,072s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/Remember Me Checkbox""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,070s",PASSED
"setViewPortSize(1024, 750)",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,117s",PASSED
checkElementsVisible(),Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,000s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/button_Login""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,078s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/EmailField(Username)""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,077s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/h1_Welcome Back""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,067s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/Image""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,083s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/PasswordField""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,072s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/Remember Me Checkbox""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:23,"0,083s",PASSED
,,,,,,,
Test Cases/LoginPage/Login by Username,Chrome 77.0.3865.120,,,2019-10-25 15:36:23,2019-10-25 15:36:30,"6,613s",PASSED
"openBrowser(""http://hcc-asset-server.program-ace.net/login"")",Chrome 77.0.3865.120,,,2019-10-25 15:36:24,2019-10-25 15:36:27,"3,366s",PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-25 15:36:27,2019-10-25 15:36:28,"1,175s",PASSED
"setText(findTestObject(""LoginPage/EmailField(Username)""), Username, CONTINUE_ON_FAILURE)",Chrome 77.0.3865.120,,,2019-10-25 15:36:28,2019-10-25 15:36:28,"0,160s",PASSED
"setText(findTestObject(""LoginPage/PasswordField""), Password, CONTINUE_ON_FAILURE)",Chrome 77.0.3865.120,,,2019-10-25 15:36:28,2019-10-25 15:36:29,"0,126s",PASSED
"click(findTestObject(""LoginPage/Remember Me Checkbox""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:29,2019-10-25 15:36:29,"0,111s",PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:29,2019-10-25 15:36:29,"0,774s",PASSED
checkElementsVisible(),Chrome 77.0.3865.120,,,2019-10-25 15:36:29,2019-10-25 15:36:29,"0,000s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Dashboard/miniAvatarIcon""))",Chrome 77.0.3865.120,,,2019-10-25 15:36:29,2019-10-25 15:36:30,"0,132s",PASSED
