Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LoginPage,Firefox 69.0,,,2019-10-25 15:37:47,2019-10-25 15:38:57,"1m - 9,752s",INCOMPLETE
,,,,,,,
Test Cases/LoginPage/CheckElementsOfPage,Firefox 69.0,,,2019-10-25 15:37:47,2019-10-25 15:37:54,"7,038s",PASSED
"openBrowser(""http://hcc-asset-server.program-ace.net/login"")",Firefox 69.0,,,2019-10-25 15:37:48,2019-10-25 15:37:53,"5,346s",PASSED
checkElementsPresents(),Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:53,"0,002s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/button_Login""), 1)",Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:53,"0,161s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/EmailField(Username)""), 1)",Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:53,"0,052s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/h1_Welcome Back""), 1)",Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:53,"0,054s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/Image""), 1)",Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:53,"0,062s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/PasswordField""), 1)",Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:53,"0,073s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginPage/Remember Me Checkbox""), 1)",Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:53,"0,054s",PASSED
"setViewPortSize(1920, 1080)",Firefox 69.0,,,2019-10-25 15:37:53,2019-10-25 15:37:54,"0,094s",PASSED
checkElementsVisible(),Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,000s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/button_Login""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,078s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/EmailField(Username)""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,071s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/h1_Welcome Back""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,068s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/Image""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,073s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/PasswordField""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,067s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/Remember Me Checkbox""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,063s",PASSED
"setViewPortSize(1024, 750)",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,045s",PASSED
checkElementsVisible(),Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,000s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/button_Login""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,072s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/EmailField(Username)""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,076s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/LoginPage/h1_Welcome Back""))",Firefox 69.0,,,2019-10-25 15:37:54,2019-10-25 15:37:54,"0,066s",PASSED
